Date,Open,High,Low,Close,range,sma_2,sma_5,sma_7,sma_10,sma_20,MACD,MACD_signal,rsi_14,atr_14,upper_bb,lower_bb,Seasonal First Difference
2005-07-01,106.04755434782606,116.65434782608696,95.3975,105.69673913043476,21.256847826086958,106.20633879781421,107.7572111111111,108.78907704654897,110.33330857142857,115.07967272727274,4.613486642295135,5.831341251233925,55.970894850358995,22.268563074352546,175.88878791256292,54.27055754198253,1.6492307692307686
2005-08-01,13.0,14.0,11.25,12.46,2.75,106.20633879781421,107.7572111111111,108.78907704654897,110.33330857142857,115.07967272727274,0.0,0.0,55.970894850358995,22.268563074352546,175.88878791256292,54.27055754198253,1.6492307692307686
2005-09-01,12.58,14.88,12.55,13.42,2.33,12.940000000000001,107.7572111111111,108.78907704654897,110.33330857142857,115.07967272727274,0.07658119658119666,0.015316239316239334,55.970894850358995,22.268563074352546,175.88878791256292,54.27055754198253,1.6492307692307686
2005-10-01,13.48,14.87,12.27,13.3,2.5999999999999996,13.36,107.7572111111111,108.78907704654897,110.33330857142857,115.07967272727274,0.1261353398105527,0.037480059415102004,55.970894850358995,22.268563074352546,175.88878791256292,54.27055754198253,1.6492307692307686
2005-11-01,13.2,14.47,12.4,12.99,2.0700000000000003,13.145,107.7572111111111,108.78907704654897,110.33330857142857,115.07967272727274,0.13879302650237868,0.05774265283255734,55.970894850358995,22.268563074352546,175.88878791256292,54.27055754198253,1.6492307692307686
2005-12-01,13.35,13.88,12.88,13.41,1.0,13.2,13.116,108.78907704654897,110.33330857142857,115.07967272727274,0.18063260409281057,0.08232064308460799,55.970894850358995,22.268563074352546,175.88878791256292,54.27055754198253,1.6492307692307686
2006-01-01,13.49,14.44,13.0,13.71,1.4399999999999995,13.56,13.366,108.78907704654897,110.33330857142857,115.07967272727274,0.235286032642664,0.1129137209962192,55.970894850358995,22.268563074352546,175.88878791256292,54.27055754198253,1.6492307692307686
2006-02-01,13.68,17.16,13.58,15.33,3.58,14.52,13.748,13.517142857142858,110.33330857142857,115.07967272727274,0.4046551173168478,0.17126200026034494,55.970894850358995,22.268563074352546,175.88878791256292,54.27055754198253,1.6492307692307686
2006-03-01,15.5,16.97,15.4,16.12,1.5699999999999985,15.725000000000001,14.312000000000001,14.040000000000001,110.33330857142857,115.07967272727274,0.5957601823200775,0.25616163667229147,55.970894850358995,22.268563074352546,175.88878791256292,54.27055754198253,1.6492307692307686
2006-04-01,16.2,20.95,16.02,20.08,4.93,18.1,15.73,14.991428571428571,110.33330857142857,115.07967272727274,1.0545945189200996,0.4158482131218531,55.970894850358995,22.268563074352546,175.88878791256292,54.27055754198253,1.6492307692307686
2006-05-01,20.56,20.8,18.02,19.49,2.780000000000001,19.784999999999997,16.946,15.875714285714285,15.031,115.07967272727274,1.3549964120520812,0.6036778529078988,55.970894850358995,22.268563074352546,175.88878791256292,54.27055754198253,1.6492307692307686
2006-06-01,19.8,21.8,15.8,18.03,6.0,18.759999999999998,17.81,16.595714285714287,15.588,115.07967272727274,1.4584452296107315,0.7746313282484654,55.970894850358995,22.268563074352546,175.88878791256292,54.27055754198253,1.6492307692307686
2006-07-01,18.2,18.4,13.4,15.62,4.999999999999998,16.825,17.868,16.91142857142857,15.808000000000002,115.07967272727274,1.3306237022893228,0.8858298030566369,55.970894850358995,22.268563074352546,175.88878791256292,54.27055754198253,1.6492307692307686
2006-08-01,16.0,17.2,13.82,16.16,3.379999999999999,15.89,17.875999999999998,17.26142857142857,16.094,115.07967272727274,1.2583917512279452,0.9603421926908986,44.838205877425125,22.268563074352546,175.88878791256292,54.27055754198253,1.6492307692307686
2006-09-01,15.9,18.6,15.7,17.84,2.900000000000002,17.0,17.427999999999997,17.619999999999997,16.579,115.07967272727274,1.3214762140576042,1.0325689969642398,56.79888007676488,3.0235714285714286,175.88878791256292,54.27055754198253,1.6492307692307686
2006-10-01,18.0,18.88,16.8,18.46,2.0799999999999983,18.15,17.222,17.954285714285714,17.083999999999996,115.07967272727274,1.4053004944619474,1.1071152964637814,59.21817041819435,2.9757142857142855,175.88878791256292,54.27055754198253,1.6492307692307686
2006-11-01,18.78,24.2,18.5,22.78,5.699999999999999,20.62,18.172,18.34,17.991,115.07967272727274,1.7995753523917113,1.2456073076493674,73.8892570577814,3.2164285714285716,175.88878791256292,54.27055754198253,10.32
2006-12-01,22.8,28.47,21.4,25.32,7.07,24.05,20.112000000000002,19.172857142857143,18.990000000000002,115.07967272727274,2.2905932570102827,1.4546044975215504,79.30195072760634,3.5357142857142856,175.88878791256292,54.27055754198253,11.9
2007-01-01,25.4,29.66,24.4,26.97,5.260000000000002,26.145,22.274,20.45,20.075,115.07967272727274,2.780814199295367,1.7198464378763139,81.98632765404021,3.7635714285714283,175.88878791256292,54.27055754198253,13.669999999999998
2007-02-01,27.4,34.16,27.0,30.16,7.159999999999997,28.564999999999998,24.738,22.527142857142856,21.083000000000002,115.07967272727274,3.3876731802959874,2.0534117863602486,85.73818430620486,4.203571428571428,175.88878791256292,54.27055754198253,17.17
2007-03-01,30.2,32.6,26.8,28.63,5.800000000000001,29.395,26.772,24.30857142857143,21.997,18.514,3.702475251674869,2.3832244794231725,75.42698454606156,4.515,29.53836039438403,7.489639605615972,15.219999999999999
2007-04-01,29.3,31.58,23.31,28.14,8.27,28.384999999999998,27.844,25.78,23.008,19.298000000000002,3.867833281938381,2.6801462399262146,68.41278037860874,4.8500000000000005,30.73215308809994,7.863846911900065,14.43
2007-05-01,27.0,31.99,26.2,30.31,5.789999999999999,29.225,28.842000000000002,27.472857142857144,24.476999999999997,20.142500000000002,4.126414835199672,2.9693999589809064,75.81700590511878,5.15142857142857,32.22523213265418,8.059767867345826,14.979999999999999
2007-06-01,30.66,36.14,29.11,33.51,7.030000000000001,31.909999999999997,30.15,29.005714285714284,26.212,21.153,4.5372532050174925,3.282970608188224,80.38496408429276,5.301428571428572,34.170494463423566,8.135505536576433,17.389999999999997
2007-07-01,33.89,36.38,30.4,35.98,5.980000000000004,34.74499999999999,31.314,30.52857142857143,28.026,22.3025,5.004465566498492,3.627269599850278,83.08802434092857,5.53,36.30768982753405,8.29731017246595,15.899999999999999
2007-08-01,35.98,41.04,35.02,37.93,6.019999999999996,36.955,33.174,32.09428571428571,29.973000000000003,23.5285,5.46903974638818,3.9956236291578584,85.2728709144841,5.531428571428571,38.51460623210713,8.542393767892875,18.44
2007-09-01,37.5,39.0,30.2,36.99,8.8,37.46,34.944,33.07,31.394,24.6925,5.695711371699037,4.335641177666094,82.07315656899554,5.8028571428571425,40.078633025347344,9.306366974652653,18.96
2007-10-01,37.4,41.75,35.3,41.36,6.450000000000003,39.175,37.154,34.88857142857143,32.998,25.994,6.156998697834908,4.699912681699857,86.58352225713682,6.022142857142858,42.414483228994335,9.573516771005664,25.740000000000002
2007-11-01,41.8,47.3,33.6,43.48,13.699999999999996,42.42,39.147999999999996,37.08,34.649,27.362000000000002,6.617357728877714,5.083401691135428,88.0547055711748,6.793571428571428,44.84335319343684,9.880646806563163,27.319999999999997
2007-12-01,44.4,50.98,40.02,46.18,10.959999999999994,44.83,41.188,39.347142857142856,36.251,28.666999999999994,7.118011012698972,5.490323555448137,89.46675267698748,7.4278571428571425,47.68841850928219,9.645581490717799,28.34
2008-01-01,46.4,54.0,45.0,49.81,9.0,47.995000000000005,43.564,41.675714285714285,38.369,30.183000000000003,7.718716451445548,5.9360021346476195,91.64887699902826,7.663571428571428,50.88368506367032,9.482314936329686,31.35
2008-02-01,49.99,55.56,30.24,50.54,25.320000000000004,50.175,46.274,43.75571428571429,40.609,31.8085,8.159625653296054,6.380726838377306,91.95889654458188,8.967142857142857,53.569543197710715,10.047456802289283,27.759999999999998
2008-03-01,50.88,53.97,44.4,49.42,9.57,49.980000000000004,47.886,45.39714285714285,42.519999999999996,33.49849999999999,8.322735419380685,6.769128554577982,82.57019413247224,9.275,55.215845262788406,11.781154737211583,24.1
2008-04-01,48.9,48.9,24.11,33.75,24.79,41.585,45.94,44.93428571428571,42.544,34.378,7.105653493442652,6.836433542350917,37.15332497756887,10.534285714285714,54.505352010320905,14.250647989679099,6.780000000000001
2008-05-01,33.9,35.8,28.51,34.06,7.289999999999996,33.905,43.516,43.89142857142857,42.352,35.189,6.095852514506099,6.688317336781953,37.571762112717636,10.640714285714283,53.757310185848766,16.62068981415123,3.900000000000002
2008-06-01,34.3,36.88,30.03,31.13,6.850000000000001,32.595,39.78,42.127142857142864,41.672,35.822500000000005,5.001497302923262,6.350953330010215,32.6085127849784,10.539285714285715,52.782544531967375,18.86245546803264,2.5
2008-07-01,31.22,32.22,22.62,22.85,9.599999999999998,26.990000000000002,34.242000000000004,38.794285714285714,40.257999999999996,35.826,3.426586555353545,5.766079975078882,23.251002488231222,10.81142857142857,52.77473682608826,18.87726317391174,-5.289999999999999
2008-08-01,22.85,30.5,20.4,25.45,10.100000000000001,24.15,29.448,35.31428571428572,38.667,35.832499999999996,2.3610401114700963,5.085072002357125,30.408800530125717,11.030714285714284,52.76436329784299,18.900636702157005,-4.859999999999999
2008-09-01,25.0,28.98,24.62,26.83,4.359999999999999,26.14,28.064,31.927142857142858,37.001999999999995,35.8255,1.6093893065873957,4.38993546320318,35.30860651420426,10.915000000000001,52.772899086274975,18.878100913725017,-6.68
2008-10-01,26.68,29.8,21.7,24.13,8.100000000000001,25.479999999999997,26.077999999999996,28.314285714285713,34.797,35.524,0.786763869068615,3.6693011443762673,31.718003420151035,11.06357142857143,53.09872395530762,17.94927604469238,-11.849999999999998
2008-11-01,24.6,25.0,11.01,13.58,13.99,18.855,22.568,25.43285714285714,31.174,34.7715,-0.7083046517118383,2.7937799851586465,21.046004013635027,11.434285714285712,54.71786838070901,14.825131619291003,-24.35
2008-12-01,14.79,17.8,11.25,12.26,6.550000000000001,12.92,20.45,22.318571428571428,27.346000000000004,33.977500000000006,-1.9768819297966722,1.8396476021675827,19.323673575470593,11.44142857142857,56.17283272417521,11.782167275824808,-24.730000000000004
2009-01-01,12.4,16.56,11.13,15.03,5.429999999999998,13.645,18.366,20.018571428571427,23.907000000000004,33.213499999999996,-2.7272842766745775,0.9262612263991508,26.53492878787408,10.850714285714286,56.939519716314564,9.487480283685429,-26.33
2009-02-01,15.28,18.34,11.48,12.24,6.859999999999999,13.635,15.448000000000002,18.502857142857142,21.755999999999997,32.15,-3.5066902831837616,0.03967092448256826,23.70852021760855,10.557857142857143,57.65982555800804,6.640174441991956,-31.239999999999995
2009-03-01,12.19,12.5,9.9,10.26,2.5999999999999996,11.25,12.674,16.332857142857144,19.376,30.863999999999997,-4.235322450298554,-0.8153277504736562,21.99249689409352,10.100714285714286,58.09592971108499,3.632070288914999,-35.92
2009-04-01,10.0,11.24,8.16,9.98,3.08,10.120000000000001,11.953999999999999,13.925714285714287,17.261,29.466500000000003,-4.780258507721271,-1.6083139019231791,21.973480061838544,8.512142857142857,58.00879900746573,0.9242009925342742,-39.83
2009-05-01,10.04,17.51,9.94,15.45,7.570000000000002,12.715,12.592,12.685714285714285,16.520999999999997,28.389499999999998,-4.716373555471588,-2.229925832632861,38.55623347470528,8.369285714285715,57.35884530444934,-0.5798453044493428,-35.09
2009-06-01,15.94,28.84,14.76,25.12,14.08,20.285,14.61,14.334285714285715,16.488,27.577499999999997,-3.8411773842734434,-2.5521761429609775,56.610867672673535,7.604285714285714,55.919687171850555,-0.7646871718505643,-24.3
2009-07-01,25.6,31.08,23.0,29.68,8.079999999999998,27.4,18.098000000000003,16.822857142857142,16.773,26.8875,-2.7479475933430066,-2.5913304330373834,62.292850932993375,7.660714285714286,54.25473732763993,-0.4797373276399348,-4.07
2009-08-01,29.7,33.16,24.83,31.93,8.329999999999998,30.805,22.432,19.237142857142857,17.553,26.175,-1.6806257047981568,-2.4091894873895385,65.16940465309627,7.7664285714285715,52.13310430188169,0.21689569811831433,-2.1300000000000026
2009-09-01,31.98,35.18,29.0,33.45,6.18,32.69,27.125999999999998,22.267142857142858,19.54,25.357000000000003,-0.7039988610117547,-2.0681513621139818,67.07958540928678,7.522142857142856,49.11716134979771,1.5968386502022938,2.320000000000004
2009-10-01,33.8,41.3,32.0,40.99,9.299999999999997,37.22,32.234,26.657142857142862,22.413,24.8795,0.6706688811116273,-1.5203873134688601,74.86048656047946,7.464999999999999,46.823145981180254,2.9358540188197466,18.14
2009-11-01,41.2,52.34,36.8,47.31,15.540000000000006,44.150000000000006,36.672000000000004,31.990000000000002,25.641,24.774,2.244204361338074,-0.7674689785074734,79.59045419230601,8.263571428571428,46.23586669666139,3.3121333033386158,21.860000000000003
2009-12-01,46.58,54.98,42.84,50.57,12.139999999999993,48.94,40.85,37.00714285714286,29.474,25.615,3.711513306115627,0.12832747841714676,82.12462587257514,8.552142857142858,49.71402858928899,1.5159714107110034,23.740000000000002
2010-01-01,50.98,55.67,48.6,53.41,7.07,51.989999999999995,45.146,41.04857142857143,33.789,26.5825,5.045370589846009,1.1117361007029192,83.55915117822504,8.057857142857141,53.498149820562716,-0.3331498205627206,29.279999999999998
2010-02-01,53.6,57.58,46.42,49.84,11.159999999999997,51.625,48.424,43.92857142857143,37.775,27.518,5.748132044736238,2.039015289509583,73.08727873074704,8.387142857142857,56.33274885503859,-1.296748855038583,36.260000000000005
2010-03-01,49.0,51.48,44.6,47.32,6.8799999999999955,48.58,49.69,46.12714285714286,40.962,28.741499999999995,6.0321972068897125,2.837651672985609,68.65169356009314,8.490714285714285,58.773995576064195,-1.290995576064205,35.06
2010-04-01,47.8,52.06,47.3,50.97,4.760000000000005,49.144999999999996,50.422,48.629999999999995,43.547000000000004,30.017500000000002,6.477180485421471,3.5655574354727815,72.31037124163869,8.340714285714286,61.59022298744765,-1.5552229874476495,35.94
2010-05-01,50.67,59.48,48.8,57.1,10.68,54.035,51.727999999999994,50.93142857142857,46.289,31.531,7.2410029345797255,4.30064653529417,78.25117797883688,8.917857142857143,65.28697562693628,-2.2249756269362777,44.86
2010-06-01,56.94,58.08,50.66,57.57,7.420000000000002,57.335,52.56,52.39714285714285,48.852999999999994,33.202999999999996,7.794413651902239,4.9993999586157845,78.7662089129919,9.227857142857143,68.68407284914474,-2.278072849144742,47.31
2010-07-01,56.7,59.9,52.6,53.83,7.299999999999997,55.7,53.358000000000004,52.86285714285714,50.891000000000005,35.2155,7.840824742090504,5.567684915310728,70.04701275084602,9.208571428571428,70.5759414565203,-0.1449414565203071,43.849999999999994
2010-08-01,53.55,60.94,53.02,58.99,7.919999999999995,56.41,55.69200000000001,53.660000000000004,52.690999999999995,37.552,8.199456510846659,6.094039234417915,75.88527640283885,8.768571428571427,72.70071000103476,2.403289998965228,43.540000000000006
2010-09-01,59.4,68.88,59.01,62.22,9.869999999999997,60.605000000000004,57.94200000000001,55.42857142857143,54.182,39.911500000000004,8.644658534677305,6.6041630944697935,78.40314047443835,8.89642857142857,75.03002429161927,4.792975708380737,37.099999999999994
2010-10-01,62.8,71.74,62.51,70.3,9.229999999999997,66.25999999999999,60.581999999999994,58.71142857142858,56.154999999999994,42.814499999999995,9.539507316485611,7.191231938872957,83.64385959592565,8.960714285714284,77.90064029859414,7.728359701405857,40.62
2010-11-01,70.9,76.0,68.21,71.86,7.790000000000006,71.07999999999998,63.44,61.69571428571428,58.0,45.8945,10.256331777258673,7.804251906550101,84.20976865983998,9.075714285714286,79.74104066129715,12.047959338702846,39.93
2010-12-01,72.2,77.6,58.0,61.21,19.599999999999994,66.535,64.916,62.28285714285715,59.137,48.456,9.85149245988989,8.21370001721806,57.795682810972096,9.81142857142857,78.38585511773188,18.52614488226813,27.759999999999998
2011-01-01,61.8,68.36,55.44,62.54,12.920000000000002,61.87499999999999,65.626,62.99285714285714,60.659000000000006,50.810500000000005,9.52813980428882,8.476587974632212,58.7997322170003,9.624285714285714,76.98047755564872,24.640522444351287,21.549999999999997
2011-02-01,62.98,63.54,49.39,52.59,14.149999999999999,57.565,63.7,62.81571428571429,60.821000000000005,52.184000000000005,8.37248584557814,8.455767548821399,42.44192696248613,9.76785714285714,75.3926938338564,28.975306166143607,5.280000000000001
2011-03-01,53.0,57.69,46.71,51.29,10.979999999999997,51.94,59.898,61.715714285714284,60.239999999999995,53.2645,7.267942307037536,8.218202500464626,40.31224319750901,10.047142857142857,73.93523239860497,32.59376760139504,0.7199999999999989
2011-04-01,51.84,65.2,50.8,61.98,14.400000000000006,56.63499999999999,57.922000000000004,61.68142857142857,60.681000000000004,54.766999999999996,7.1724971722033,8.009061434812361,55.567264783335766,10.278571428571428,73.15020182867185,36.38379817132814,8.57
2011-05-01,62.0,68.26,60.5,61.02,7.760000000000005,61.49999999999999,57.884,60.355714285714285,61.4,56.145500000000006,6.939399164316626,7.795128980713214,54.0274169685074,10.34142857142857,71.71811628290948,40.57288371709054,11.18
2011-06-01,61.26,61.68,54.5,60.07,7.18,60.544999999999995,57.39,58.67142857142858,61.507999999999996,57.0995,6.60190757221946,7.556484699014463,52.00812655476083,10.514285714285714,71.01212580687432,43.186874193125675,12.75
2011-07-01,60.4,63.39,54.8,62.38,8.590000000000003,61.224999999999994,59.348,58.83857142857143,61.524,57.852999999999994,6.446529173029724,7.334493593817516,55.221217345418424,10.365,71.15206700328616,44.553932996713826,11.410000000000004
2011-08-01,63.0,68.0,61.36,62.13,6.640000000000001,62.254999999999995,61.516000000000005,58.78000000000001,60.70700000000001,58.431,6.231386220125735,7.1138721190791605,53.408348394791254,10.309285714285712,71.39799112930092,45.464008870699075,5.030000000000001
2011-09-01,62.9,63.96,50.51,55.61,13.450000000000003,58.86999999999999,60.242,59.21142857142858,59.081999999999994,58.541,5.471700018048537,6.785437698873036,40.54050490264991,10.748571428571429,71.36518915052415,45.71681084947584,-1.9600000000000009
2011-10-01,56.0,60.08,51.2,54.5,8.879999999999995,55.05499999999999,58.938,59.67000000000001,58.41099999999999,58.774,4.725601711372114,6.373470501372852,38.346995014335675,10.817142857142857,71.09190036790704,46.45609963209295,0.6700000000000017
2011-11-01,53.8,64.8,48.1,62.9,16.699999999999996,58.69999999999999,59.504000000000005,59.80142857142857,58.447,59.553,4.7572842151285215,6.050233244123986,55.28328765643232,11.305000000000001,70.73958614027016,48.366413859729825,3.9099999999999966
2011-12-01,62.2,63.7,52.04,54.49,11.660000000000004,58.69499999999999,57.926,58.868571428571435,58.637,59.729,4.05700943356868,5.651588482012926,43.57990783012026,11.478571428571428,70.44799622166182,49.010003778338174,-7.729999999999997
2012-01-01,57.0,59.8,47.4,47.72,12.399999999999999,51.10499999999999,55.044000000000004,57.10428571428571,58.279999999999994,59.260000000000005,2.922070394642091,5.105684864538759,33.67824040295591,11.807857142857143,71.21311366614532,47.30688633385469,-22.58
2012-02-01,47.92,66.5,46.11,65.99,20.39,56.85499999999999,57.11999999999999,57.62,58.681,59.681,3.4570090918404404,4.775949709999095,56.09230946169061,11.864285714285716,71.9718385222062,47.3901614777938,-5.8700000000000045
2012-03-01,65.9,74.8,63.6,69.14,11.199999999999996,67.565,60.048,58.62142857142857,59.492999999999995,60.4465,4.088006543014757,4.638361076602227,58.96169462792676,11.741428571428571,73.10456216980852,47.788437830191484,7.93
2012-04-01,69.0,77.88,66.2,73.46,11.679999999999993,71.29999999999998,62.160000000000004,61.17142857142858,60.831999999999994,61.17,4.880406180908992,4.68677009746358,62.8207952747035,11.565,75.07067624254304,47.26932375745696,10.919999999999995
2012-05-01,73.62,76.1,69.11,70.07,6.989999999999995,71.76499999999999,65.276,63.395714285714284,61.601,61.5625,5.175187593151961,4.7844535966012565,57.82659760521015,11.28,76.02015632167918,47.10484367832081,17.47999999999999
2012-06-01,70.4,70.59,58.85,66.02,11.740000000000002,68.04499999999999,68.93599999999999,63.84142857142857,61.989999999999995,61.3485,5.024088271198131,4.832380531520632,51.947379081816976,11.09,75.38208869209683,47.314911307903174,14.729999999999997
2012-07-01,65.45,70.6,62.14,67.83,8.459999999999994,66.92499999999998,69.304,65.74714285714285,63.21199999999999,61.14699999999999,4.992838508742025,4.864472126964911,54.8269147916915,11.139999999999999,74.65083041175629,47.643169588243694,5.850000000000001
2012-08-01,68.15,73.19,67.57,72.85,5.6200000000000045,70.33999999999999,70.046,69.33714285714287,65.047,61.729000000000006,5.311912472530054,4.95396019607794,60.254010819087114,11.028571428571427,76.21209780762611,47.24590219237391,11.829999999999991
2012-09-01,73.0,74.78,65.27,65.97,9.510000000000005,69.41,68.54799999999999,69.33428571428571,65.354,61.90049999999999,4.952532672392138,4.95367469134078,49.90621678295466,11.094285714285714,76.50475817500175,47.29624182499822,5.899999999999999
2012-10-01,66.2,77.69,64.46,76.44,13.230000000000004,71.20499999999998,69.82199999999999,70.37714285714286,67.54899999999999,63.092999999999996,5.449741858353683,5.05288812474336,61.12658376829921,11.565,78.37540281465824,47.81059718534174,14.059999999999995
2012-11-01,76.4,84.2,75.6,82.29,8.600000000000009,79.365,73.076,71.63857142857142,71.006,64.643,6.2438545612198055,5.291081412038649,66.15751841553491,11.218571428571428,81.12607086871736,48.15992913128264,20.160000000000004
2012-12-01,82.54,89.6,82.22,88.48,7.3799999999999955,85.38499999999999,77.206,74.26857142857143,73.255,65.96799999999999,7.288656769320383,5.690596483494995,70.58701282426897,11.111428571428572,85.52377028856057,46.41222971143941,32.870000000000005
2013-01-01,89.2,95.0,88.01,92.84,6.989999999999995,90.66,81.204,78.10000000000001,75.625,67.559,8.371978650090696,6.226872916814136,73.07847584554443,10.417857142857143,90.33262176776137,44.78537823223863,38.34
